,Team,Position,Name,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
16,Oklahoma City Thunder,,Raymond Felton,Golden State Warriors,L,10/16/2018,13:55,1,5,.200,0,3,.000,4,5,.800,0,3,3,1,0,0,2,0,6,-1
17,Oklahoma City Thunder,,Nerlens Noel,Golden State Warriors,L,10/16/2018,12:24,1,2,.500,0,0,,1,2,.500,3,4,7,1,1,1,0,3,3,-2
18,Oklahoma City Thunder,,Hamidou Diallo,Golden State Warriors,L,10/16/2018,8:37,2,4,.500,0,0,,0,1,.000,0,1,1,1,1,0,0,2,4,+5
19,Golden State Warriors,,Kevon Looney,Oklahoma City Thunder,W,10/16/2018,18:04,5,11,.455,0,0,,0,0,,8,2,10,2,1,2,1,4,10,+23
20,Golden State Warriors,,Shaun Livingston,Oklahoma City Thunder,W,10/16/2018,14:34,3,5,.600,0,0,,0,0,,2,1,3,1,1,0,1,2,6,-3
21,Golden State Warriors,,Quinn Cook,Oklahoma City Thunder,W,10/16/2018,13:12,1,2,.500,1,1,1.000,0,0,,1,1,2,1,0,0,2,2,3,-7
22,Golden State Warriors,,Andre Iguodala,Oklahoma City Thunder,W,10/16/2018,10:23,1,2,.500,0,1,.000,0,0,,0,2,2,2,0,0,0,0,2,+2
23,Golden State Warriors,,Jordan Bell,Oklahoma City Thunder,W,10/16/2018,6:39,0,0,,0,0,,0,0,,1,1,2,0,0,1,0,1,0,-6
24,Golden State Warriors,,Jonas Jerebko,Oklahoma City Thunder,W,10/16/2018,6:10,0,0,,0,0,,0,0,,0,3,3,0,0,0,1,2,0,0
25,Golden State Warriors,,Alfonzo McKinnie,Oklahoma City Thunder,W,10/16/2018,2:21,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-1
26,Milwaukee Bucks,,Ersan İlyasova,Charlotte Hornets,W,10/17/2018,29:00,6,9,.667,1,3,.333,0,0,,1,8,9,2,0,0,0,6,13,-10
27,Milwaukee Bucks,,Donte DiVincenzo,Charlotte Hornets,W,10/17/2018,22:04,3,6,.500,2,4,.500,0,0,,1,1,2,1,1,0,1,0,8,-9
28,Milwaukee Bucks,,John Henson,Charlotte Hornets,W,10/17/2018,12:00,1,3,.333,0,0,,2,2,1.000,2,4,6,0,0,1,2,1,4,+2
29,Milwaukee Bucks,,Tony Snell,Charlotte Hornets,W,10/17/2018,11:20,0,2,.000,0,1,.000,0,0,,1,1,2,1,0,0,0,0,0,+1
30,Milwaukee Bucks,,Christian Wood,Charlotte Hornets,W,10/17/2018,4:57,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,-3
31,Milwaukee Bucks,,Sterling Brown,Charlotte Hornets,W,10/17/2018,0:07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
32,Charlotte Hornets,,Malik Monk,Milwaukee Bucks,L,10/17/2018,33:35,7,16,.438,4,8,.500,0,0,,0,4,4,2,1,2,0,1,18,+5
33,Charlotte Hornets,,Michael Kidd-Gilchrist,Milwaukee Bucks,L,10/17/2018,21:38,3,6,.500,0,0,,4,6,.667,3,3,6,1,0,1,1,3,10,+3
34,Charlotte Hornets,,Tony Parker,Milwaukee Bucks,L,10/17/2018,19:48,4,8,.500,0,0,,0,0,,0,3,3,7,0,0,2,2,8,+5
35,Charlotte Hornets,,Miles Bridges,Milwaukee Bucks,L,10/17/2018,14:30,0,1,.000,0,1,.000,1,2,.500,0,0,0,1,0,0,1,2,1,+6
36,Charlotte Hornets,,Willy Hernangómez,Milwaukee Bucks,L,10/17/2018,12:16,3,5,.600,0,1,.000,3,5,.600,1,4,5,0,1,0,1,3,9,+2
37,Brooklyn Nets,,Spencer Dinwiddie,Detroit Pistons,L,10/17/2018,32:17,10,18,.556,0,3,.000,3,5,.600,0,4,4,6,1,0,4,1,23,+6
38,Brooklyn Nets,,Ed Davis,Detroit Pistons,L,10/17/2018,17:36,4,4,1.000,0,0,,0,1,.000,0,7,7,3,1,0,2,2,8,+8
39,Brooklyn Nets,,Treveon Graham,Detroit Pistons,L,10/17/2018,17:25,0,2,.000,0,2,.000,0,0,,0,2,2,1,1,0,1,4,0,+6
40,Brooklyn Nets,,Rodions Kurucs,Detroit Pistons,L,10/17/2018,10:37,1,2,.500,1,2,.500,0,0,,0,1,1,1,0,0,1,2,3,+3
41,Detroit Pistons,,Langston Galloway,Brooklyn Nets,W,10/17/2018,33:00,2,5,.400,0,3,.000,2,2,1.000,0,3,3,1,0,0,0,0,6,-5
42,Detroit Pistons,,Ish Smith,Brooklyn Nets,W,10/17/2018,28:45,5,11,.455,1,3,.333,0,0,,0,0,0,3,0,0,1,4,11,+4
43,Detroit Pistons,,Glenn Robinson,Brooklyn Nets,W,10/17/2018,20:04,2,3,.667,0,1,.000,0,0,,0,0,0,0,1,1,1,0,4,0
44,Detroit Pistons,,Zaza Pachulia,Brooklyn Nets,W,10/17/2018,14:43,2,6,.333,0,0,,2,2,1.000,2,5,7,4,2,1,2,5,6,+9
45,Detroit Pistons,,Zach Lofton,Brooklyn Nets,W,10/17/2018,3:45,0,1,.000,0,1,.000,0,0,,0,0,0,0,1,0,1,0,0,0
46,Memphis Grizzlies,,Shelvin Mack,Indiana Pacers,L,10/17/2018,29:55,1,8,.125,0,1,.000,1,2,.500,1,2,3,3,1,0,1,3,3,-20
47,Memphis Grizzlies,,Jaren Jackson,Indiana Pacers,L,10/17/2018,25:18,2,6,.333,0,1,.000,6,6,1.000,2,3,5,1,3,1,0,2,10,-21
48,Memphis Grizzlies,,MarShon Brooks,Indiana Pacers,L,10/17/2018,22:04,2,9,.222,0,3,.000,5,7,.714,0,2,2,1,0,0,0,0,9,-7
49,Memphis Grizzlies,,Kyle Anderson,Indiana Pacers,L,10/17/2018,19:15,2,6,.333,0,0,,1,2,.500,0,2,2,1,0,0,2,2,5,-11
50,Memphis Grizzlies,,Dillon Brooks,Indiana Pacers,L,10/17/2018,6:17,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-9
51,Memphis Grizzlies,,Wayne Selden,Indiana Pacers,L,10/17/2018,6:00,2,3,.667,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,5,+1
52,Indiana Pacers,,Domantas Sabonis,Memphis Grizzlies,W,10/17/2018,28:33,7,11,.636,0,0,,0,2,.000,6,9,15,2,0,0,3,3,14,+26
53,Indiana Pacers,,Cory Joseph,Memphis Grizzlies,W,10/17/2018,28:17,5,7,.714,1,2,.500,0,0,,0,6,6,3,1,2,2,3,11,+28
54,Indiana Pacers,,Doug McDermott,Memphis Grizzlies,W,10/17/2018,24:24,5,9,.556,1,5,.200,1,2,.500,0,1,1,1,1,0,0,2,12,+20
55,Indiana Pacers,,Tyreke Evans,Memphis Grizzlies,W,10/17/2018,23:34,6,12,.500,1,5,.200,1,2,.500,0,4,4,6,0,0,1,1,14,+23
56,Indiana Pacers,,Aaron Holiday,Memphis Grizzlies,W,10/17/2018,3:58,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,1,1,3,-1
57,Indiana Pacers,,Kyle O'Quinn,Memphis Grizzlies,W,10/17/2018,3:58,0,0,,0,0,,2,2,1.000,1,2,3,3,0,0,0,2,2,-1
58,Indiana Pacers,,Edmond Sumner,Memphis Grizzlies,W,10/17/2018,3:51,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,-1
59,Indiana Pacers,,T.J. Leaf,Memphis Grizzlies,W,10/17/2018,0:58,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
60,Miami Heat,,Dwyane Wade,Orlando Magic,L,10/17/2018,26:02,3,13,.231,0,1,.000,3,4,.750,5,6,11,2,0,0,4,2,9,-7
61,Miami Heat,,Tyler Johnson,Orlando Magic,L,10/17/2018,23:45,3,7,.429,1,3,.333,0,0,,0,0,0,0,1,0,0,1,7,-13
62,Miami Heat,,Bam Adebayo,Orlando Magic,L,10/17/2018,21:59,4,9,.444,0,1,.000,1,2,.500,2,6,8,2,1,0,1,3,9,-6
63,Miami Heat,,Kelly Olynyk,Orlando Magic,L,10/17/2018,15:25,1,4,.250,0,3,.000,2,2,1.000,1,0,1,0,0,0,1,3,4,-16
64,Orlando Magic,,Jonathon Simmons,Miami Heat,W,10/17/2018,33:26,4,11,.364,0,4,.000,4,6,.667,2,3,5,1,0,1,0,4,12,+12
65,Orlando Magic,,Jerian Grant,Miami Heat,W,10/17/2018,25:42,3,7,.429,0,2,.000,1,2,.500,0,2,2,1,2,0,1,2,7,+11
66,Orlando Magic,,Terrence Ross,Miami Heat,W,10/17/2018,25:32,2,9,.222,0,4,.000,0,0,,0,4,4,4,2,4,1,4,4,+16
67,Orlando Magic,,Mohamed Bamba,Miami Heat,W,10/17/2018,24:58,6,8,.750,1,2,.500,0,2,.000,4,3,7,0,0,2,0,1,13,+13
68,Atlanta Hawks,,DeAndre' Bembry,New York Knicks,L,10/17/2018,23:19,1,4,.250,0,0,,0,0,,0,4,4,4,2,0,2,1,2,-12
69,Atlanta Hawks,,Alex Poythress,New York Knicks,L,10/17/2018,20:43,4,8,.500,1,3,.333,0,1,.000,1,1,2,0,1,0,3,4,9,-21
70,Atlanta Hawks,,Tyler Dorsey,New York Knicks,L,10/17/2018,14:36,3,8,.375,0,2,.000,0,0,,0,3,3,0,0,0,0,2,6,-12
71,Atlanta Hawks,,Jeremy Lin,New York Knicks,L,10/17/2018,13:42,3,6,.500,0,2,.000,2,2,1.000,0,5,5,1,1,0,2,0,8,-5
72,Atlanta Hawks,,Miles Plumlee,New York Knicks,L,10/17/2018,9:22,2,2,1.000,0,0,,3,3,1.000,0,0,0,0,0,0,0,2,7,-5
73,Atlanta Hawks,,Omari Spellman,New York Knicks,L,10/17/2018,8:19,3,4,.750,1,2,.500,0,0,,1,2,3,0,1,1,0,1,7,+2
74,Atlanta Hawks,,Kevin Huerter,New York Knicks,L,10/17/2018,4:35,0,1,.000,0,0,,0,0,,1,2,3,0,0,0,0,0,0,+4
75,Atlanta Hawks,,Jaylen Adams,New York Knicks,L,10/17/2018,4:17,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,0,0,+4
76,New York Knicks,,Ron Baker,Atlanta Hawks,W,10/17/2018,27:26,0,3,.000,0,3,.000,2,2,1.000,0,4,4,4,1,0,2,4,2,+5
77,New York Knicks,,Allonzo Trier,Atlanta Hawks,W,10/17/2018,26:17,5,9,.556,1,3,.333,4,4,1.000,0,4,4,0,0,2,3,0,15,+9
78,New York Knicks,,Kevin Knox,Atlanta Hawks,W,10/17/2018,23:38,4,16,.250,1,5,.200,1,3,.333,0,0,0,0,2,1,2,2,10,+1
79,New York Knicks,,Mario Hezonja,Atlanta Hawks,W,10/17/2018,19:14,6,14,.429,3,7,.429,0,1,.000,0,3,3,1,3,0,3,5,15,+14
80,New York Knicks,,Noah Vonleh,Atlanta Hawks,W,10/17/2018,16:22,5,5,1.000,0,0,,2,4,.500,5,5,10,3,0,0,0,1,12,+22
81,New York Knicks,,Mitchell Robinson,Atlanta Hawks,W,10/17/2018,1:18,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-2
82,Cleveland Cavaliers,,Jordan Clarkson,Toronto Raptors,L,10/17/2018,23:09,7,15,.467,1,4,.250,0,0,,0,3,3,0,0,0,0,3,15,-8
83,Cleveland Cavaliers,,Collin Sexton,Toronto Raptors,L,10/17/2018,17:43,2,7,.286,0,1,.000,5,5,1.000,1,2,3,0,0,0,4,4,9,0
84,Cleveland Cavaliers,,Sam Dekker,Toronto Raptors,L,10/17/2018,16:16,1,2,.500,0,1,.000,2,4,.500,1,5,6,0,1,0,1,1,4,-10
85,Cleveland Cavaliers,,Ante Žižić,Toronto Raptors,L,10/17/2018,14:24,2,2,1.000,0,0,,1,2,.500,0,3,3,2,0,0,0,2,5,+11
86,Cleveland Cavaliers,,Kyle Korver,Toronto Raptors,L,10/17/2018,14:01,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,1,3,+13
87,Cleveland Cavaliers,,David Nwaba,Toronto Raptors,L,10/17/2018,1:42,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
88,Cleveland Cavaliers,,John Holland,Toronto Raptors,L,10/17/2018,0:44,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
89,Toronto Raptors,,Serge Ibaka,Cleveland Cavaliers,W,10/17/2018,27:11,2,10,.200,1,3,.333,4,6,.667,4,3,7,1,2,3,2,6,9,-1
90,Toronto Raptors,,Fred VanVleet,Cleveland Cavaliers,W,10/17/2018,25:24,6,14,.429,1,5,.200,1,3,.333,0,2,2,5,0,0,1,4,14,-4
91,Toronto Raptors,,OG Anunoby,Cleveland Cavaliers,W,10/17/2018,17:32,2,3,.667,0,1,.000,0,0,,0,0,0,0,1,0,1,1,4,-2
92,Toronto Raptors,,Norman Powell,Cleveland Cavaliers,W,10/17/2018,12:25,2,3,.667,1,2,.500,0,0,,0,0,0,0,0,0,0,4,5,0
93,Toronto Raptors,,C.J. Miles,Cleveland Cavaliers,W,10/17/2018,10:23,1,3,.333,1,3,.333,0,2,.000,0,1,1,0,0,0,0,3,3,+4
94,Toronto Raptors,,Lorenzo Brown,Cleveland Cavaliers,W,10/17/2018,0:44,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-1
95,Toronto Raptors,,Malachi Richardson,Cleveland Cavaliers,W,10/17/2018,0:25,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
96,New Orleans Pelicans,,Julius Randle,Houston Rockets,W,10/17/2018,23:49,9,15,.600,2,4,.500,5,6,.833,2,6,8,3,0,0,0,4,25,+5
97,New Orleans Pelicans,,Darius Miller,Houston Rockets,W,10/17/2018,19:56,0,2,.000,0,1,.000,0,0,,0,0,0,1,1,0,2,2,0,-5
98,New Orleans Pelicans,,Solomon Hill,Houston Rockets,W,10/17/2018,12:02,1,3,.333,1,1,1.000,0,0,,0,2,2,1,0,0,0,2,3,-13
99,New Orleans Pelicans,,Kenrich Williams,Houston Rockets,W,10/17/2018,1:35,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
100,New Orleans Pelicans,,Frank Jackson,Houston Rockets,W,10/17/2018,1:35,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
101,New Orleans Pelicans,,Jahlil Okafor,Houston Rockets,W,10/17/2018,1:35,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,0,0,-2
102,New Orleans Pelicans,,Cheick Diallo,Houston Rockets,W,10/17/2018,1:35,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-2
103,Houston Rockets,,Eric Gordon,New Orleans Pelicans,L,10/17/2018,29:21,7,14,.500,2,9,.222,5,5,1.000,0,3,3,1,0,0,0,0,21,-11
104,Houston Rockets,,Carmelo Anthony,New Orleans Pelicans,L,10/17/2018,27:00,3,10,.300,1,5,.200,2,4,.500,1,3,4,0,0,1,2,4,9,-20
105,Houston Rockets,,Michael Carter-Williams,New Orleans Pelicans,L,10/17/2018,17:44,4,10,.400,1,3,.333,1,2,.500,1,3,4,2,0,2,3,3,10,+3
106,Houston Rockets,,Gerald Green,New Orleans Pelicans,L,10/17/2018,10:28,0,4,.000,0,4,.000,0,0,,0,1,1,0,1,1,0,1,0,+3
107,Houston Rockets,,Gary Clark,New Orleans Pelicans,L,10/17/2018,1:35,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
108,Houston Rockets,,Isaiah Hartenstein,New Orleans Pelicans,L,10/17/2018,1:35,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
109,Minnesota Timberwolves,,Derrick Rose,San Antonio Spurs,L,10/17/2018,30:31,3,12,.250,0,2,.000,2,2,1.000,3,1,4,2,0,0,1,2,8,-1
110,Minnesota Timberwolves,,Gorgui Dieng,San Antonio Spurs,L,10/17/2018,24:03,4,8,.500,0,2,.000,4,6,.667,3,2,5,2,2,1,0,4,12,-1
111,Minnesota Timberwolves,,Anthony Tolliver,San Antonio Spurs,L,10/17/2018,19:03,0,1,.000,0,0,,0,0,,0,2,2,2,0,0,0,1,0,-3
112,Minnesota Timberwolves,,Tyus Jones,San Antonio Spurs,L,10/17/2018,16:28,2,7,.286,0,0,,0,0,,1,0,1,1,0,0,1,2,4,+1
113,San Antonio Spurs,,Patty Mills,Minnesota Timberwolves,W,10/17/2018,29:53,2,7,.286,2,6,.333,0,0,,0,2,2,1,0,0,1,2,6,+1
114,San Antonio Spurs,,Pau Gasol,Minnesota Timberwolves,W,10/17/2018,22:41,1,4,.250,1,1,1.000,2,2,1.000,3,4,7,6,0,0,1,2,5,-2
115,San Antonio Spurs,,Marco Belinelli,Minnesota Timberwolves,W,10/17/2018,21:47,3,6,.500,2,4,.500,2,2,1.000,0,4,4,2,0,0,1,1,10,+3
116,San Antonio Spurs,,Dāvis Bertāns,Minnesota Timberwolves,W,10/17/2018,17:50,3,4,.750,3,4,.750,0,0,,0,1,1,2,0,0,0,0,9,+3
117,San Antonio Spurs,,Dante Cunningham,Minnesota Timberwolves,W,10/17/2018,6:36,0,2,.000,0,0,,0,0,,0,1,1,1,0,0,1,1,0,-4
118,Utah Jazz,,Jae Crowder,Sacramento Kings,W,10/17/2018,33:13,2,5,.400,2,4,.500,7,9,.778,0,5,5,0,0,0,0,2,13,+17
119,Utah Jazz,,Dante Exum,Sacramento Kings,W,10/17/2018,26:07,4,9,.444,1,3,.333,4,7,.571,1,3,4,4,0,0,1,1,13,+22
120,Utah Jazz,,Alec Burks,Sacramento Kings,W,10/17/2018,17:59,4,7,.571,3,3,1.000,2,2,1.000,0,3,3,4,1,0,1,1,13,+25
121,Utah Jazz,,Royce O'Neale,Sacramento Kings,W,10/17/2018,6:36,0,4,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,+6
122,Utah Jazz,,Georges Niang,Sacramento Kings,W,10/17/2018,1:59,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
123,Sacramento Kings,,Justin Jackson,Utah Jazz,L,10/17/2018,30:30,4,10,.400,0,4,.000,0,0,,0,2,2,1,2,0,0,2,8,-19
124,Sacramento Kings,,Iman Shumpert,Utah Jazz,L,10/17/2018,17:34,2,7,.286,1,3,.333,0,0,,0,3,3,0,0,0,0,2,5,-29
125,Sacramento Kings,,Marvin Bagley,Utah Jazz,L,10/17/2018,12:07,3,6,.500,0,0,,0,0,,1,4,5,0,0,0,0,2,6,-14
126,Sacramento Kings,,Harry Giles,Utah Jazz,L,10/17/2018,9:38,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,1,4,2,-22
127,Sacramento Kings,,Frank Mason,Utah Jazz,L,10/17/2018,4:59,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,-12
128,Denver Nuggets,,Trey Lyles,Los Angeles Clippers,W,10/17/2018,18:47,3,6,.500,0,1,.000,4,6,.667,0,7,7,0,1,0,1,2,10,-10
129,Denver Nuggets,,Monte Morris,Los Angeles Clippers,W,10/17/2018,16:23,3,9,.333,1,2,.500,0,0,,1,1,2,4,1,0,0,0,7,-9
130,Denver Nuggets,,Juan Hernangómez,Los Angeles Clippers,W,10/17/2018,15:03,2,3,.667,1,1,1.000,0,0,,2,4,6,1,1,1,0,1,5,-8
131,Denver Nuggets,,Mason Plumlee,Los Angeles Clippers,W,10/17/2018,13:22,1,3,.333,0,0,,0,2,.000,1,2,3,2,0,3,1,5,2,0
132,Denver Nuggets,,Malik Beasley,Los Angeles Clippers,W,10/17/2018,11:45,2,6,.333,1,3,.333,0,0,,0,1,1,1,0,0,1,1,5,+1
133,Denver Nuggets,,Thomas Welsh,Los Angeles Clippers,W,10/17/2018,0:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
134,Los Angeles Clippers,,Shai Gilgeous-Alexander,Denver Nuggets,L,10/17/2018,28:12,5,6,.833,0,0,,1,1,1.000,0,2,2,4,1,1,3,1,11,0
135,Los Angeles Clippers,,Lou Williams,Denver Nuggets,L,10/17/2018,24:25,4,10,.400,2,6,.333,4,5,.800,0,1,1,5,0,0,1,4,14,-4
136,Los Angeles Clippers,,Boban Marjanović,Denver Nuggets,L,10/17/2018,17:51,6,8,.750,0,0,,6,6,1.000,2,6,8,0,0,0,2,3,18,+7
137,Los Angeles Clippers,,Montrezl Harrell,Denver Nuggets,L,10/17/2018,16:19,2,8,.250,0,0,,2,2,1.000,1,4,5,1,0,2,0,3,6,-11
138,Los Angeles Clippers,,Luc Mbah a Moute,Denver Nuggets,L,10/17/2018,9:13,0,5,.000,0,2,.000,0,2,.000,1,0,1,1,1,0,0,1,0,-12
139,Los Angeles Clippers,,Mike Scott,Denver Nuggets,L,10/17/2018,3:59,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-6
140,Dallas Mavericks,,J.J. Barea,Phoenix Suns,L,10/17/2018,20:39,3,8,.375,1,2,.500,2,3,.667,0,3,3,10,1,0,1,1,9,+2
141,Dallas Mavericks,,Jalen Brunson,Phoenix Suns,L,10/17/2018,19:07,1,3,.333,1,3,.333,0,0,,0,1,1,1,0,0,0,1,3,-3
142,Dallas Mavericks,,Dwight Powell,Phoenix Suns,L,10/17/2018,17:29,6,8,.750,0,1,.000,4,6,.667,2,3,5,0,1,1,0,1,16,0
143,Dallas Mavericks,,Maxi Kleber,Phoenix Suns,L,10/17/2018,16:45,3,3,1.000,2,2,1.000,0,0,,0,2,2,0,0,0,1,1,8,-3
144,Dallas Mavericks,,Devin Harris,Phoenix Suns,L,10/17/2018,6:12,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-2
145,Dallas Mavericks,,Ryan Broekhoff,Phoenix Suns,L,10/17/2018,3:59,1,3,.333,1,3,.333,0,0,,0,0,0,0,0,0,0,0,3,-8
146,Dallas Mavericks,,Ray Spalding,Phoenix Suns,L,10/17/2018,0:54,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
147,Phoenix Suns,,Josh Jackson,Dallas Mavericks,W,10/17/2018,28:23,7,11,.636,3,4,.750,1,2,.500,0,2,2,3,0,1,3,1,18,+10
148,Phoenix Suns,,T.J. Warren,Dallas Mavericks,W,10/17/2018,23:45,5,12,.417,3,4,.750,4,4,1.000,1,0,1,1,2,0,3,3,17,-1
149,Phoenix Suns,,Tyson Chandler,Dallas Mavericks,W,10/17/2018,11:31,0,0,,0,0,,0,0,,0,5,5,0,1,0,0,4,0,+4
150,Phoenix Suns,,Elie Okobo,Dallas Mavericks,W,10/17/2018,7:30,1,2,.500,0,1,.000,0,0,,0,0,0,1,0,0,0,2,2,+1
151,Phoenix Suns,,Troy Daniels,Dallas Mavericks,W,10/17/2018,4:08,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-2
152,Phoenix Suns,,Mikal Bridges,Dallas Mavericks,W,10/17/2018,0:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,
153,Chicago Bulls,,Antonio Blakeney,Philadelphia 76ers,L,10/18/2018,30:27,6,16,.375,1,3,.333,2,3,.667,0,5,5,2,0,0,1,2,15,+6
154,Chicago Bulls,,Ryan Arcidiacono,Philadelphia 76ers,L,10/18/2018,28:16,3,4,.750,2,3,.667,0,0,,0,4,4,8,0,0,0,0,8,-5
155,Chicago Bulls,,Jabari Parker,Philadelphia 76ers,L,10/18/2018,25:12,7,16,.438,1,4,.250,0,0,,1,4,5,1,1,0,2,3,15,-14
156,Chicago Bulls,,Robin Lopez,Philadelphia 76ers,L,10/18/2018,17:43,1,4,.250,0,0,,0,0,,1,0,1,3,1,1,2,2,2,-3
157,Chicago Bulls,,Chandler Hutchison,Philadelphia 76ers,L,10/18/2018,2:49,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
158,Chicago Bulls,,Tyler Ulis,Philadelphia 76ers,L,10/18/2018,0:49,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
159,Philadelphia 76ers,,Landry Shamet,Chicago Bulls,W,10/18/2018,29:11,4,7,.571,4,7,.571,0,0,,0,4,4,1,2,1,0,1,12,+1
160,Philadelphia 76ers,,J.J. Redick,Chicago Bulls,W,10/18/2018,24:06,4,11,.364,1,3,.333,1,1,1.000,1,2,3,1,1,0,1,1,10,+17
161,Philadelphia 76ers,,Amir Johnson,Chicago Bulls,W,10/18/2018,15:09,6,9,.667,0,1,.000,1,1,1.000,1,2,3,1,0,0,1,4,13,-7
162,Philadelphia 76ers,,Furkan Korkmaz,Chicago Bulls,W,10/18/2018,7:45,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-2
163,Philadelphia 76ers,,T.J. McConnell,Chicago Bulls,W,10/18/2018,4:51,1,1,1.000,0,0,,2,2,1.000,0,0,0,3,0,0,0,0,4,-3
